pin,slack
DACController_0/sclock_counter[20]:SLn,-2055
hptdc_event_reset_2_obuft/U0/U_IOENFF:A,
hptdc_event_reset_2_obuft/U0/U_IOENFF:Y,
JTAG_3/next_TAP_state_srsts_0[7]:A,
JTAG_3/next_TAP_state_srsts_0[7]:B,621
JTAG_3/next_TAP_state_srsts_0[7]:C,570
JTAG_3/next_TAP_state_srsts_0[7]:D,-717
JTAG_3/next_TAP_state_srsts_0[7]:Y,-717
hptdc_serial_bypass_in_1_obuft/U0/U_IOENFF:A,
hptdc_serial_bypass_in_1_obuft/U0/U_IOENFF:Y,
hptdc_serial_in_1_obuft/U0/U_IOPAD:D,
hptdc_serial_in_1_obuft/U0/U_IOPAD:E,
hptdc_serial_in_1_obuft/U0/U_IOPAD:PAD,
BiasController_0/sclock_counter[16]:ADn,
BiasController_0/sclock_counter[16]:ALn,
BiasController_0/sclock_counter[16]:CLK,-568
BiasController_0/sclock_counter[16]:D,-420
BiasController_0/sclock_counter[16]:EN,
BiasController_0/sclock_counter[16]:LAT,
BiasController_0/sclock_counter[16]:Q,-568
BiasController_0/sclock_counter[16]:SD,
BiasController_0/sclock_counter[16]:SLn,-1902
hptdc_token_bypass_in_3_obuft/U0/U_IOPAD:D,
hptdc_token_bypass_in_3_obuft/U0/U_IOPAD:E,
hptdc_token_bypass_in_3_obuft/U0/U_IOPAD:PAD,
hptdc_tdo_0_obuf/U0/U_IOOUTFF:A,
hptdc_tdo_0_obuf/U0/U_IOOUTFF:Y,
hptdc_encode_control_3_obuft/U0/U_IOPAD:D,
hptdc_encode_control_3_obuft/U0/U_IOPAD:E,
hptdc_encode_control_3_obuft/U0/U_IOPAD:PAD,
DIN_1_obuf/U0/U_IOPAD:D,
DIN_1_obuf/U0/U_IOPAD:E,
DIN_1_obuf/U0/U_IOPAD:PAD,
SClock_5_obuf/U0/U_IOENFF:A,
SClock_5_obuf/U0/U_IOENFF:Y,
JTAG_0/loop_counterc_1_RNO:A,-434
JTAG_0/loop_counterc_1_RNO:B,-483
JTAG_0/loop_counterc_1_RNO:Y,-483
SYNC_bar_6_obuf/U0/U_IOPAD:D,
SYNC_bar_6_obuf/U0/U_IOPAD:E,
SYNC_bar_6_obuf/U0/U_IOPAD:PAD,
SYNC_bar_0_obuf/U0/U_IOOUTFF:A,
SYNC_bar_0_obuf/U0/U_IOOUTFF:Y,
hptdc_bunch_reset_2_obuft/U0/U_IOPAD:D,
hptdc_bunch_reset_2_obuft/U0/U_IOPAD:E,
hptdc_bunch_reset_2_obuft/U0/U_IOPAD:PAD,
JTAG_3/next_TAP_state[2]:ADn,
JTAG_3/next_TAP_state[2]:ALn,
JTAG_3/next_TAP_state[2]:CLK,-562
JTAG_3/next_TAP_state[2]:D,570
JTAG_3/next_TAP_state[2]:EN,
JTAG_3/next_TAP_state[2]:LAT,
JTAG_3/next_TAP_state[2]:Q,-562
JTAG_3/next_TAP_state[2]:SD,
JTAG_3/next_TAP_state[2]:SLn,
dac_ldac_3_obuf/U0/U_IOENFF:A,
dac_ldac_3_obuf/U0/U_IOENFF:Y,
JTAG_0/next_TAP_state[4]:ADn,
JTAG_0/next_TAP_state[4]:ALn,
JTAG_0/next_TAP_state[4]:CLK,-605
JTAG_0/next_TAP_state[4]:D,570
JTAG_0/next_TAP_state[4]:EN,
JTAG_0/next_TAP_state[4]:LAT,
JTAG_0/next_TAP_state[4]:Q,-605
JTAG_0/next_TAP_state[4]:SD,
JTAG_0/next_TAP_state[4]:SLn,
pbpd_obuft[1]/U0/U_IOOUTFF:A,
pbpd_obuft[1]/U0/U_IOOUTFF:Y,
hptdc_get_data_3_obuf/U0/U_IOOUTFF:A,
hptdc_get_data_3_obuf/U0/U_IOOUTFF:Y,
LDAC_bar_5_obuf/U0/U_IOPAD:D,
LDAC_bar_5_obuf/U0/U_IOPAD:E,
LDAC_bar_5_obuf/U0/U_IOPAD:PAD,
JTAG_2/next_TAP_state[7]:ADn,
JTAG_2/next_TAP_state[7]:ALn,
JTAG_2/next_TAP_state[7]:CLK,-1981
JTAG_2/next_TAP_state[7]:D,-717
JTAG_2/next_TAP_state[7]:EN,
JTAG_2/next_TAP_state[7]:LAT,
JTAG_2/next_TAP_state[7]:Q,-1981
JTAG_2/next_TAP_state[7]:SD,
JTAG_2/next_TAP_state[7]:SLn,
DACController_0/sclock_counter_cry[30]:A,
DACController_0/sclock_counter_cry[30]:B,-526
DACController_0/sclock_counter_cry[30]:C,
DACController_0/sclock_counter_cry[30]:CC,186
DACController_0/sclock_counter_cry[30]:D,
DACController_0/sclock_counter_cry[30]:P,-526
DACController_0/sclock_counter_cry[30]:S,186
DACController_0/sclock_counter_cry[30]:UB,
Core_sb_0/CCC_0/CLK0_PAD_INST/U0/U_IOPAD:PAD,
Core_sb_0/CCC_0/CLK0_PAD_INST/U0/U_IOPAD:Y,
JTAG_1/next_TAP_state[2]:ADn,
JTAG_1/next_TAP_state[2]:ALn,
JTAG_1/next_TAP_state[2]:CLK,688
JTAG_1/next_TAP_state[2]:D,570
JTAG_1/next_TAP_state[2]:EN,
JTAG_1/next_TAP_state[2]:LAT,
JTAG_1/next_TAP_state[2]:Q,688
JTAG_1/next_TAP_state[2]:SD,
JTAG_1/next_TAP_state[2]:SLn,
BiasController_0/sclockv:ADn,
BiasController_0/sclockv:ALn,
BiasController_0/sclockv:CLK,543
BiasController_0/sclockv:D,-2867
BiasController_0/sclockv:EN,
BiasController_0/sclockv:LAT,
BiasController_0/sclockv:Q,543
BiasController_0/sclockv:SD,
BiasController_0/sclockv:SLn,
hptdc_token_in_3_obuf/U0/U_IOPAD:D,
hptdc_token_in_3_obuf/U0/U_IOPAD:E,
hptdc_token_in_3_obuf/U0/U_IOPAD:PAD,
JTAG_0/next_TAP_state_srsts_0_a2[10]:A,742
JTAG_0/next_TAP_state_srsts_0_a2[10]:B,
JTAG_0/next_TAP_state_srsts_0_a2[10]:Y,742
ccu25_data_1_obuft[0]/U0/U_IOOUTFF:A,
ccu25_data_1_obuft[0]/U0/U_IOOUTFF:Y,
DACController_0/ldac_barv:ADn,
DACController_0/ldac_barv:ALn,
DACController_0/ldac_barv:CLK,
DACController_0/ldac_barv:D,
DACController_0/ldac_barv:EN,-2934
DACController_0/ldac_barv:LAT,
DACController_0/ldac_barv:Q,
DACController_0/ldac_barv:SD,
DACController_0/ldac_barv:SLn,
ccu25_data_3_obuft[0]/U0/U_IOPAD:D,
ccu25_data_3_obuft[0]/U0/U_IOPAD:E,
ccu25_data_3_obuft[0]/U0/U_IOPAD:PAD,
hptdc_serial_in_0_obuft/U0/U_IOENFF:A,
hptdc_serial_in_0_obuft/U0/U_IOENFF:Y,
ccu25_data_0_obuft[1]/U0/U_IOENFF:A,
ccu25_data_0_obuft[1]/U0/U_IOENFF:Y,
JTAG_1/next_TAP_state_srsts_i_o2[6]:A,-558
JTAG_1/next_TAP_state_srsts_i_o2[6]:B,-622
JTAG_1/next_TAP_state_srsts_i_o2[6]:C,-717
JTAG_1/next_TAP_state_srsts_i_o2[6]:Y,-717
ccu25_data_2_obuft[3]/U0/U_IOENFF:A,
ccu25_data_2_obuft[3]/U0/U_IOENFF:Y,
DIN_3_obuf/U0/U_IOPAD:D,
DIN_3_obuf/U0/U_IOPAD:E,
DIN_3_obuf/U0/U_IOPAD:PAD,
SYNC_bar_3_obuf/U0/U_IOENFF:A,
SYNC_bar_3_obuf/U0/U_IOENFF:Y,
ccu25_data_1_obuft[2]/U0/U_IOPAD:D,
ccu25_data_1_obuft[2]/U0/U_IOPAD:E,
ccu25_data_1_obuft[2]/U0/U_IOPAD:PAD,
JTAG_0/trstn_pad_o:ADn,
JTAG_0/trstn_pad_o:ALn,
JTAG_0/trstn_pad_o:CLK,
JTAG_0/trstn_pad_o:D,
JTAG_0/trstn_pad_o:EN,
JTAG_0/trstn_pad_o:LAT,
JTAG_0/trstn_pad_o:Q,
JTAG_0/trstn_pad_o:SD,
JTAG_0/trstn_pad_o:SLn,
ccu25_data_0_obuft[5]/U0/U_IOENFF:A,
ccu25_data_0_obuft[5]/U0/U_IOENFF:Y,
dac_sync_2_obuf/U0/U_IOOUTFF:A,
dac_sync_2_obuf/U0/U_IOOUTFF:Y,
BiasController_0/sclock_counter[31]:ADn,
BiasController_0/sclock_counter[31]:ALn,
BiasController_0/sclock_counter[31]:CLK,-475
BiasController_0/sclock_counter[31]:D,688
BiasController_0/sclock_counter[31]:EN,
BiasController_0/sclock_counter[31]:LAT,
BiasController_0/sclock_counter[31]:Q,-475
BiasController_0/sclock_counter[31]:SD,
BiasController_0/sclock_counter[31]:SLn,-1902
JTAG_2/next_TAP_state[5]:ADn,
JTAG_2/next_TAP_state[5]:ALn,
JTAG_2/next_TAP_state[5]:CLK,570
JTAG_2/next_TAP_state[5]:D,-384
JTAG_2/next_TAP_state[5]:EN,
JTAG_2/next_TAP_state[5]:LAT,
JTAG_2/next_TAP_state[5]:Q,570
JTAG_2/next_TAP_state[5]:SD,
JTAG_2/next_TAP_state[5]:SLn,
hptdc_data_ready_0_ibuf/U0/U_IOINFF:A,
hptdc_data_ready_0_ibuf/U0/U_IOINFF:Y,
JTAG_2/loop_counterc_0:A,672
JTAG_2/loop_counterc_0:B,609
JTAG_2/loop_counterc_0:C,-601
JTAG_2/loop_counterc_0:D,-2184
JTAG_2/loop_counterc_0:Y,-2184
hptdc_tms_2_obuf/U0/U_IOOUTFF:A,
hptdc_tms_2_obuf/U0/U_IOOUTFF:Y,
JTAG_1/tms_pad_o_6_i_a7_0:A,-1937
JTAG_1/tms_pad_o_6_i_a7_0:B,-1981
JTAG_1/tms_pad_o_6_i_a7_0:C,-2066
JTAG_1/tms_pad_o_6_i_a7_0:D,-2184
JTAG_1/tms_pad_o_6_i_a7_0:Y,-2184
LDAC_bar_6_obuf/U0/U_IOENFF:A,
LDAC_bar_6_obuf/U0/U_IOENFF:Y,
hptdc_bunch_reset_0_obuft/U0/U_IOENFF:A,
hptdc_bunch_reset_0_obuft/U0/U_IOENFF:Y,
JTAG_3/tdo_pad_o4_1:A,-564
JTAG_3/tdo_pad_o4_1:B,-614
JTAG_3/tdo_pad_o4_1:Y,-614
hptdc_trigger_1_obuft/U0/U_IOOUTFF:A,
hptdc_trigger_1_obuft/U0/U_IOOUTFF:Y,
dac_sclk_1_obuf/U0/U_IOPAD:D,
dac_sclk_1_obuf/U0/U_IOPAD:E,
dac_sclk_1_obuf/U0/U_IOPAD:PAD,
hptdc_tms_0_obuf/U0/U_IOENFF:A,
hptdc_tms_0_obuf/U0/U_IOENFF:Y,
dac_din_1_obuf/U0/U_IOENFF:A,
dac_din_1_obuf/U0/U_IOENFF:Y,
ccu25_data_0_obuft[7]/U0/U_IOOUTFF:A,
ccu25_data_0_obuft[7]/U0/U_IOOUTFF:Y,
hptdc_tdo_1_obuf/U0/U_IOPAD:D,
hptdc_tdo_1_obuf/U0/U_IOPAD:E,
hptdc_tdo_1_obuf/U0/U_IOPAD:PAD,
hptdc_bunch_reset_0_obuft/U0/U_IOOUTFF:A,
hptdc_bunch_reset_0_obuft/U0/U_IOOUTFF:Y,
DACController_0/un2_sclock_counterlto12_1:A,-1698
DACController_0/un2_sclock_counterlto12_1:B,-1748
DACController_0/un2_sclock_counterlto12_1:C,-1845
DACController_0/un2_sclock_counterlto12_1:Y,-1845
SYNC_bar_3_obuf/U0/U_IOOUTFF:A,
SYNC_bar_3_obuf/U0/U_IOOUTFF:Y,
JTAG_0/next_TAP_state_srsts_0_a2[9]:A,726
JTAG_0/next_TAP_state_srsts_0_a2[9]:B,
JTAG_0/next_TAP_state_srsts_0_a2[9]:Y,726
SYNC_bar_6_obuf/U0/U_IOENFF:A,
SYNC_bar_6_obuf/U0/U_IOENFF:Y,
BiasController_0/sclock_counter[20]:ADn,
BiasController_0/sclock_counter[20]:ALn,
BiasController_0/sclock_counter[20]:CLK,-2619
BiasController_0/sclock_counter[20]:D,-486
BiasController_0/sclock_counter[20]:EN,
BiasController_0/sclock_counter[20]:LAT,
BiasController_0/sclock_counter[20]:Q,-2619
BiasController_0/sclock_counter[20]:SD,
BiasController_0/sclock_counter[20]:SLn,-1902
poh_data_1_obuf/U0/U_IOPAD:D,
poh_data_1_obuf/U0/U_IOPAD:E,
poh_data_1_obuf/U0/U_IOPAD:PAD,
JTAG_2/next_TAP_state_srsts_0_a2[3]:A,680
JTAG_2/next_TAP_state_srsts_0_a2[3]:B,
JTAG_2/next_TAP_state_srsts_0_a2[3]:Y,680
JTAG_2/loop_counterc_1:A,680
JTAG_2/loop_counterc_1:B,-483
JTAG_2/loop_counterc_1:C,-601
JTAG_2/loop_counterc_1:D,-2184
JTAG_2/loop_counterc_1:Y,-2184
BiasController_0/sclock_counter_cry[19]:A,
BiasController_0/sclock_counter_cry[19]:B,-218
BiasController_0/sclock_counter_cry[19]:C,
BiasController_0/sclock_counter_cry[19]:CC,-365
BiasController_0/sclock_counter_cry[19]:D,
BiasController_0/sclock_counter_cry[19]:P,-218
BiasController_0/sclock_counter_cry[19]:S,-365
BiasController_0/sclock_counter_cry[19]:UB,
hptdc_serial_in_1_obuft/U0/U_IOENFF:A,
hptdc_serial_in_1_obuft/U0/U_IOENFF:Y,
BiasController_0/un2_sclock_counterlto14_0_RNIMUUD:A,-1902
BiasController_0/un2_sclock_counterlto14_0_RNIMUUD:B,442
BiasController_0/un2_sclock_counterlto14_0_RNIMUUD:C,-725
BiasController_0/un2_sclock_counterlto14_0_RNIMUUD:Y,-1902
hptdc_data_ready_0_ibuf/U0/U_IOPAD:PAD,
hptdc_data_ready_0_ibuf/U0/U_IOPAD:Y,
ccu25_data_0_obuft[6]/U0/U_IOOUTFF:A,
ccu25_data_0_obuft[6]/U0/U_IOOUTFF:Y,
JTAG_3/next_TAP_state_srsts_0_a2[4]:A,
JTAG_3/next_TAP_state_srsts_0_a2[4]:B,624
JTAG_3/next_TAP_state_srsts_0_a2[4]:C,570
JTAG_3/next_TAP_state_srsts_0_a2[4]:Y,570
JTAG_3/ir_loop_RNO:A,
JTAG_3/ir_loop_RNO:B,508
JTAG_3/ir_loop_RNO:C,455
JTAG_3/ir_loop_RNO:Y,455
hptdc_token_in_0_obuf/U0/U_IOPAD:D,
hptdc_token_in_0_obuf/U0/U_IOPAD:E,
hptdc_token_in_0_obuf/U0/U_IOPAD:PAD,
pbpd_obuft[2]/U0/U_IOENFF:A,
pbpd_obuft[2]/U0/U_IOENFF:Y,
ccu25_strobe_out_2_obuf/U0/U_IOPAD:D,
ccu25_strobe_out_2_obuf/U0/U_IOPAD:E,
ccu25_strobe_out_2_obuf/U0/U_IOPAD:PAD,
poh_data_0_obuf/U0/U_IOOUTFF:A,
poh_data_0_obuf/U0/U_IOOUTFF:Y,
JTAG_2/TAP_state_RNO[0]:A,719
JTAG_2/TAP_state_RNO[0]:B,-440
JTAG_2/TAP_state_RNO[0]:C,536
JTAG_2/TAP_state_RNO[0]:D,497
JTAG_2/TAP_state_RNO[0]:Y,-440
CLK0_PAD,
DEVRST_N,
clk,
hptdc_data_ready_0,
hptdc_data_ready_1,
hptdc_data_ready_2,
hptdc_data_ready_3,
hptdc_token_out_0,
hptdc_token_out_1,
hptdc_token_out_2,
hptdc_token_out_3,
ren,
DIN_0,
DIN_1,
DIN_2,
DIN_3,
LDAC_bar_0,
LDAC_bar_4,
LDAC_bar_5,
LDAC_bar_6,
SClock_0,
SClock_1,
SClock_4,
SClock_5,
SYNC_bar_0,
SYNC_bar_1,
SYNC_bar_3,
SYNC_bar_6,
ccu25_strobe_out_0,
ccu25_strobe_out_1,
ccu25_strobe_out_2,
ccu25_strobe_out_3,
dac_din_0,
dac_din_1,
dac_din_2,
dac_din_3,
dac_ldac_0,
dac_ldac_1,
dac_ldac_2,
dac_ldac_3,
dac_sclk_0,
dac_sclk_1,
dac_sclk_2,
dac_sclk_3,
dac_sync_0,
dac_sync_1,
dac_sync_2,
dac_sync_3,
hptdc_bunch_reset_0,
hptdc_bunch_reset_1,
hptdc_bunch_reset_2,
hptdc_bunch_reset_3,
hptdc_encode_control_0,
hptdc_encode_control_1,
hptdc_encode_control_2,
hptdc_encode_control_3,
hptdc_event_reset_0,
hptdc_event_reset_1,
hptdc_event_reset_2,
hptdc_event_reset_3,
hptdc_get_data_0,
hptdc_get_data_1,
hptdc_get_data_2,
hptdc_get_data_3,
hptdc_serial_bypass_in_0,
hptdc_serial_bypass_in_1,
hptdc_serial_bypass_in_2,
hptdc_serial_bypass_in_3,
hptdc_serial_in_0,
hptdc_serial_in_1,
hptdc_serial_in_2,
hptdc_serial_in_3,
hptdc_tck_0,
hptdc_tck_1,
hptdc_tck_2,
hptdc_tck_3,
hptdc_tdo_0,
hptdc_tdo_1,
hptdc_tdo_2,
hptdc_tdo_3,
hptdc_tms_0,
hptdc_tms_1,
hptdc_tms_2,
hptdc_tms_3,
hptdc_token_bypass_in_0,
hptdc_token_bypass_in_1,
hptdc_token_bypass_in_2,
hptdc_token_bypass_in_3,
hptdc_token_in_0,
hptdc_token_in_1,
hptdc_token_in_2,
hptdc_token_in_3,
hptdc_trigger_0,
hptdc_trigger_1,
hptdc_trigger_2,
hptdc_trigger_3,
hptdc_trstn_0,
hptdc_trstn_1,
hptdc_trstn_2,
hptdc_trstn_3,
poh_clk_0,
poh_clk_1,
poh_clk_2,
poh_clk_3,
poh_data_0,
poh_data_1,
poh_data_2,
poh_data_3,
ccu25_data_0<0>,
ccu25_data_0<1>,
ccu25_data_0<2>,
ccu25_data_0<3>,
ccu25_data_0<4>,
ccu25_data_0<5>,
ccu25_data_0<6>,
ccu25_data_0<7>,
ccu25_data_1<0>,
ccu25_data_1<1>,
ccu25_data_1<2>,
ccu25_data_1<3>,
ccu25_data_1<4>,
ccu25_data_1<5>,
ccu25_data_1<6>,
ccu25_data_1<7>,
ccu25_data_2<0>,
ccu25_data_2<1>,
ccu25_data_2<2>,
ccu25_data_2<3>,
ccu25_data_2<4>,
ccu25_data_2<5>,
ccu25_data_2<6>,
ccu25_data_2<7>,
ccu25_data_3<0>,
ccu25_data_3<1>,
ccu25_data_3<2>,
ccu25_data_3<3>,
ccu25_data_3<4>,
ccu25_data_3<5>,
ccu25_data_3<6>,
ccu25_data_3<7>,
pbpd<0>,
pbpd<1>,
pbpd<2>,
pbpd<3>,
pbpd<4>,
pbpd<5>,
pbpd<6>,
pbpd<7>,
gpifadr<7>,
gpifadr<6>,
gpifadr<5>,
gpifadr<4>,
gpifadr<3>,
gpifadr<2>,
gpifadr<1>,
gpifadr<0>,
hptdc_data_0<31>,
hptdc_data_0<30>,
hptdc_data_0<29>,
hptdc_data_0<28>,
hptdc_data_0<27>,
hptdc_data_0<26>,
hptdc_data_0<25>,
hptdc_data_0<24>,
hptdc_data_0<23>,
hptdc_data_0<22>,
hptdc_data_0<21>,
hptdc_data_0<20>,
hptdc_data_0<19>,
hptdc_data_0<18>,
hptdc_data_0<17>,
hptdc_data_0<16>,
hptdc_data_0<15>,
hptdc_data_0<14>,
hptdc_data_0<13>,
hptdc_data_0<12>,
hptdc_data_0<11>,
hptdc_data_0<10>,
hptdc_data_0<9>,
hptdc_data_0<8>,
hptdc_data_0<7>,
hptdc_data_0<6>,
hptdc_data_0<5>,
hptdc_data_0<4>,
hptdc_data_0<3>,
hptdc_data_0<2>,
hptdc_data_0<1>,
hptdc_data_0<0>,
hptdc_data_1<31>,
hptdc_data_1<30>,
hptdc_data_1<29>,
hptdc_data_1<28>,
hptdc_data_1<27>,
hptdc_data_1<26>,
hptdc_data_1<25>,
hptdc_data_1<24>,
hptdc_data_1<23>,
hptdc_data_1<22>,
hptdc_data_1<21>,
hptdc_data_1<20>,
hptdc_data_1<19>,
hptdc_data_1<18>,
hptdc_data_1<17>,
hptdc_data_1<16>,
hptdc_data_1<15>,
hptdc_data_1<14>,
hptdc_data_1<13>,
hptdc_data_1<12>,
hptdc_data_1<11>,
hptdc_data_1<10>,
hptdc_data_1<9>,
hptdc_data_1<8>,
hptdc_data_1<7>,
hptdc_data_1<6>,
hptdc_data_1<5>,
hptdc_data_1<4>,
hptdc_data_1<3>,
hptdc_data_1<2>,
hptdc_data_1<1>,
hptdc_data_1<0>,
hptdc_data_2<31>,
hptdc_data_2<30>,
hptdc_data_2<29>,
hptdc_data_2<28>,
hptdc_data_2<27>,
hptdc_data_2<26>,
hptdc_data_2<25>,
hptdc_data_2<24>,
hptdc_data_2<23>,
hptdc_data_2<22>,
hptdc_data_2<21>,
hptdc_data_2<20>,
hptdc_data_2<19>,
hptdc_data_2<18>,
hptdc_data_2<17>,
hptdc_data_2<16>,
hptdc_data_2<15>,
hptdc_data_2<14>,
hptdc_data_2<13>,
hptdc_data_2<12>,
hptdc_data_2<11>,
hptdc_data_2<10>,
hptdc_data_2<9>,
hptdc_data_2<8>,
hptdc_data_2<7>,
hptdc_data_2<6>,
hptdc_data_2<5>,
hptdc_data_2<4>,
hptdc_data_2<3>,
hptdc_data_2<2>,
hptdc_data_2<1>,
hptdc_data_2<0>,
hptdc_data_3<31>,
hptdc_data_3<30>,
hptdc_data_3<29>,
hptdc_data_3<28>,
hptdc_data_3<27>,
hptdc_data_3<26>,
hptdc_data_3<25>,
hptdc_data_3<24>,
hptdc_data_3<23>,
hptdc_data_3<22>,
hptdc_data_3<21>,
hptdc_data_3<20>,
hptdc_data_3<19>,
hptdc_data_3<18>,
hptdc_data_3<17>,
hptdc_data_3<16>,
hptdc_data_3<15>,
hptdc_data_3<14>,
hptdc_data_3<13>,
hptdc_data_3<12>,
hptdc_data_3<11>,
hptdc_data_3<10>,
hptdc_data_3<9>,
hptdc_data_3<8>,
hptdc_data_3<7>,
hptdc_data_3<6>,
hptdc_data_3<5>,
hptdc_data_3<4>,
hptdc_data_3<3>,
hptdc_data_3<2>,
hptdc_data_3<1>,
hptdc_data_3<0>,
orbit_number<31>,
orbit_number<30>,
orbit_number<29>,
orbit_number<28>,
orbit_number<27>,
orbit_number<26>,
orbit_number<25>,
orbit_number<24>,
orbit_number<23>,
orbit_number<22>,
orbit_number<21>,
orbit_number<20>,
orbit_number<19>,
orbit_number<18>,
orbit_number<17>,
orbit_number<16>,
orbit_number<15>,
orbit_number<14>,
orbit_number<13>,
orbit_number<12>,
orbit_number<11>,
orbit_number<10>,
orbit_number<9>,
orbit_number<8>,
orbit_number<7>,
orbit_number<6>,
orbit_number<5>,
orbit_number<4>,
orbit_number<3>,
orbit_number<2>,
orbit_number<1>,
orbit_number<0>,
pbpd<13>,
pbpd<12>,
pbpd<11>,
pbpd<10>,
pbpd<9>,
pbpd<8>,
FAB_RESET_N,
cmd_data,
hptdc_error_0,
hptdc_error_1,
hptdc_error_2,
hptdc_error_3,
hptdc_serial_out_0,
hptdc_serial_out_1,
hptdc_serial_out_2,
hptdc_serial_out_3,
hptdc_tdi_0,
hptdc_tdi_1,
hptdc_tdi_2,
hptdc_tdi_3,
ifclk,
noe,
wen,
